id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
46443,article,dyal:1976,,,1976,,Is Pornography Good for You?,Is Pornography Good for You?,,,,the-southwestern-journal-of-philosophy,7,3,95--118,,,,,,,,,,,,,,,,,,,,false,,dyal,,,1:aesthetics;2:pornography
46444,book,dybjer-etal:1995,,,1995,,"Types for Proofs and Programs: International Workshop {TYPES}'94, Bestad, Sweden, June 6--10","Types for Proofs and Programs: International Workshop TYPES'94, Bestad, Sweden, June 6–10","Types for Proofs and Programs: International Workshop {TYPES}'94, Bestad, Sweden, June 6--10","Types for Proofs and Programs: International Workshop TYPES'94, Bestad, Sweden, June 6–10",,,,,,,,Berlin,,,springer,,,,,,,,,,,,,,false,,,dybjer;nordstroem_b;smith_janm,,1:logic;2:type_theory
46445,book,dybjer-etal:2012,,,2012,,"Epistemology versus Ontology: Essays on the Philosophy and Foundations of Mathematics in Honour of Per Martin-L{\""o}f",Epistemology versus Ontology: Essays on the Philosophy and Foundations of Mathematics in Honour of Per Martin-Löf,"Epistemology versus Ontology: Essays on the Philosophy and Foundations of Mathematics in Honour of Per Martin-L{\""o}f",Epistemology versus Ontology: Essays on the Philosophy and Foundations of Mathematics in Honour of Per Martin-Löf,,,,27,,,logic_epistemology_and_the_unity_of_science,Dordrecht,,,springer,,,,,,,,,,,,,,false,,,dybjer;lindstroem_s;palmgren;sundholm_g,,1:mathematics
46446,incollection,dybjer:2012,,,2012,,Program Testing and the Meaning Explanations of Intuitionistic Type Theory,Program Testing and the Meaning Explanations of Intuitionistic Type Theory,,,,,,,215--242,,,,,,,,,,,,,,,,,,,,false,,dybjer,,,1:logic;2:type_theory
46447,incollection,dybkjaer_l-bernsen:2000,,,2000,,The {MATE} Markup Framework,The MATE Markup Framework,,,,,,,19--28,,,,,,,,,,,,,,,,,,,,false,,dybkjaer_l;bernsen,,,1:linguistics;2:dialogue;3:computational_dialogue
46448,incollection,dybkjaer_l-etal:1997,,,1997,,Generality and Objectivity: Central Issues in Putting a Dialogue Evaluation Tool into Practical Use,Generality and Objectivity: Central Issues in Putting a Dialogue Evaluation Tool into Practical Use,,,,,,,17--24,,,,,,,,,,,,,,,,,,,,false,,dybkjaer_l;bernsen;dybkjaer_h,,,1:linguistics;2:dialogue;3:computational_dialogue
46449,book,dybkjaer_l-etal:2000,,,2000,,Proceedings of the First {SIGdial} Workshop on Discourse and Dialogue,Proceedings of the First SIGdial Workshop on Discourse and Dialogue,Proceedings of the First {SIGdial} Workshop on Discourse and Dialogue,Proceedings of the First SIGdial Workshop on Discourse and Dialogue,,,,,,,,"Somerset, New Jersey",,,association-for-computational-linguistics,,,,,,,,,,,,,,false,,,dybkjaer_l;hasida_k;traum,,1:linguistics;2:dialogue;3:computational_dialogue
46450,article,dyche:1980,,,1980,,"Review of \citet{meinong:1968,meinong:1969,meinong:1971,meinong:1972,meinong:1973,meinong:1977,meinong:1978,meinong:1978a}","Review of Meinong (1968), Meinong (1969), Meinong (1971), Meinong (1972), Meinong (1973), Meinong (1977), Meinong (1978), and Meinong (1978)",,,,grazer-philosophische-studien,10,,181--192,,,,,,,,,,,,,,,,,,,,false,,dyche,,,1:ontology
46451,incollection,dyche:1982,,,1982,,Meinong on Possibilities and Impossibilities,Meinong on Possibilities and Impossibilities,,,,,,,229--237,,,,,,,,,,,,,,,,,,,,false,,dyche,,,1:modality
46452,incollection,dyck_b:2020,,,2020,,Organization and Management,Organization and Management,,,,,,,195--202,,,,,,,,,,,,,,,,,,,,false,,dyck_b,,,1:economics
